67,86,61,45,
37,61,31,76,
91,32,53,22,
28,58,83,80,
35,11,41,56,
70,60,48,21,
12,53,88,65,
40,50,14,89,
89,53,39,62,
50,14,26,73,
46,57,96,33,
89,100,100,30,
29,25,30,61,
23,69,44,57,
20,58,76,58,
93,100,49,74,
72,59,80,53,
71,64,91,14,
74,47,74,56,
88,85,20,72,
56,20,40,69,
67,77,55,18,
49,41,38,73,
34,20,56,28,
17,93,60,27,
28,95,80,33,
37,45,21,76,
39,93,10,30,
26,95,68,85,
63,21,63,35,
78,29,67,44,
29,39,68,45,
15,49,38,83,
22,13,15,90,
14,58,19,33,
68,46,81,66,
10,85,92,88,
95,67,35,54,
94,31,37,84,
31,77,57,25,
21,89,55,55,
30,59,61,24,
36,32,81,55,
18,50,64,27,
68,75,85,19,
67,69,36,84,
87,27,54,75,
61,71,82,73,
43,16,28,65,
98,42,97,26,
79,75,29,44,
47,83,26,95,
31,53,40,61,
56,52,21,54,
49,16,81,35,
79,77,54,91,
35,99,70,79,
21,15,51,17,
80,92,67,53,
28,48,86,23,
30,44,35,68,
14,53,65,71,
73,60,10,45,
51,31,27,96,
94,39,10,52,
40,46,33,49,
41,27,87,34,
50,56,66,40,
26,65,18,65,
87,55,16,21,
38,66,34,20,
38,41,73,20,
39,64,75,56,
26,47,96,68,
96,78,78,43,
64,73,33,20,
30,72,17,16,
74,41,17,50,
76,91,71,18,
40,50,17,34,
56,33,56,85,
42,41,28,82,
14,57,59,30,
50,49,34,33,
48,88,37,15,
42,94,51,72,
72,59,70,28,
18,13,42,67,
80,48,24,65,
83,87,93,10,
30,84,23,30,
81,58,35,52,
96,35,36,67,
19,27,97,39,
17,73,34,26,
82,86,89,39,
72,70,91,18,
16,43,32,63,
58,63,86,79,
38,53,89,60,
28,66,39,92,
94,26,55,91,
40,43,72,98,
23,27,39,89,
99,32,18,58,
17,98,61,41,
82,26,16,14,
58,13,45,58,
94,36,18,29,
36,20,39,54,
23,69,10,68,
17,96,37,62,
50,75,35,30,
33,45,49,35,
87,87,59,23,
37,18,22,74,
85,30,38,40,
16,63,84,41,
74,42,18,30,
31,44,86,54,
73,95,31,66,
77,93,12,82,
34,51,63,50,
70,52,34,72,
57,18,75,46,
25,17,58,34,
52,45,34,11,
49,48,26,33,
58,31,31,70,
71,16,89,69,
84,80,79,44,
12,59,77,32,
16,76,90,30,
87,14,11,69,
70,45,78,63,
64,68,83,93,
89,17,99,87,
81,97,11,32,
60,57,50,41,
100,74,29,67,
46,100,66,62,
60,50,47,59,
78,27,73,94,
59,56,83,25,
61,49,31,92,
98,74,37,16,
40,16,76,37,
14,86,38,45,
93,20,87,40,
88,88,68,91,
29,66,41,52,
18,16,59,32,
98,14,65,75,
47,28,36,68,
96,89,44,17,
58,74,56,92,
52,61,71,97,
19,82,88,16,
37,19,91,78,
70,96,61,69,
52,90,65,34,
62,70,79,41,
52,90,37,18,
42,23,36,18,
79,49,63,29,
91,91,37,95,
75,79,87,68,
49,50,77,85,
27,89,82,60,
33,100,37,68,
88,60,13,52,
77,40,93,29,
18,14,85,84,
30,39,83,73,
66,63,74,40,
43,89,57,51,
12,85,35,94,
78,89,54,64,
93,17,97,67,
88,33,36,74,
65,96,79,46,
90,54,47,43,
87,84,85,100,
12,62,75,34,
80,79,33,89,
98,12,79,20,
29,30,78,55,
67,15,32,96,
91,77,86,61,
97,76,41,23,
16,13,13,19,
89,14,49,14,
12,97,73,43,
99,21,12,79,
20,28,69,87,
69,86,16,21,
38,52,28,59,
35,77,20,59,
82,10,96,45,
73,78,41,20,
77,35,40,89,
11,15,82,13,
11,87,81,82,
60,100,91,87,
28,92,98,53,
73,84,79,11,
16,96,33,56,
97,39,56,29,
73,57,78,21,
59,37,82,31,
52,65,72,90,
45,13,18,35,
91,38,88,63,
16,42,68,57,
54,77,84,17,
96,31,52,83,
35,86,72,49,
68,53,50,11,
26,32,27,96,
17,66,56,20,
12,26,45,87,
52,39,27,48,
23,90,39,64,
26,18,18,37,
86,79,64,28,
20,75,12,12,
16,27,10,52,
41,12,40,65,
84,77,22,77,
63,95,90,19,
85,93,71,82,
38,99,99,60,
97,80,65,95,
46,56,38,78,
89,93,24,96,
66,38,38,25,
58,38,49,61,
18,40,20,14,
12,76,16,86,
31,58,43,23,
23,25,98,100,
65,19,62,55,
83,57,11,11,
84,92,35,46,
99,22,100,58,
69,42,30,51,
22,71,25,50,
55,17,18,93,
57,39,65,19,
85,91,56,76,
53,95,16,28,
45,39,52,34,
22,83,23,30,
72,39,78,31,
96,76,76,52,
11,58,55,24,
40,89,98,41,
62,15,81,42,
33,20,93,58,
93,99,80,88,
24,47,52,34,
52,69,21,17,
75,10,68,66,
55,44,70,64,
29,18,61,30,
94,21,97,79,
24,90,43,75,
63,85,85,25,
35,20,77,18,
91,20,63,79,
52,52,38,76,
44,51,98,19,
65,30,29,61,
77,41,30,15,
58,50,81,52,
75,80,65,90,
59,19,31,12,
78,32,38,89,
82,62,90,64,
74,96,38,66,
39,93,52,87,
61,53,97,29,
10,96,85,37,
60,60,43,88,
91,11,21,98,
14,56,60,80,
35,47,25,25,
86,55,57,81,
36,86,18,21,
47,30,24,62,
71,51,71,16,
49,32,30,47,
28,14,91,22,
51,51,61,85,
36,70,52,31,
76,41,37,64,
88,78,39,51,
36,83,80,61,
95,24,93,14,
36,22,15,31,
55,19,42,38,
14,20,66,11,
87,10,41,88,
67,37,57,84,
44,76,52,68,
33,95,73,18,
14,67,69,46,
15,11,99,58,
87,58,49,19,
80,28,68,31,
78,18,94,20,
85,72,86,48,
82,90,80,69,
61,10,54,73,
30,93,20,95,
82,85,93,33,
21,28,94,47,
57,27,22,45,
29,96,27,11,
88,57,74,88,
77,82,71,16,
41,22,13,53,
60,90,36,87,
63,67,14,67,
81,28,28,95,
100,76,90,68,
68,56,44,82,
41,79,46,10,
93,80,22,47,
61,67,36,10,
83,88,44,19,
87,70,41,75,
34,12,87,64,
59,14,80,43,
33,41,19,48,
79,60,47,71,
25,70,55,82,
59,63,59,52,
79,69,97,91,
55,32,100,73,
94,44,39,59,
18,97,86,57,
94,18,37,12,
78,85,40,27,
48,38,48,42,
66,93,10,26,
39,60,62,89,
90,68,40,50,
96,83,17,11,
24,71,95,79,
15,35,81,94,
66,19,47,41,
82,29,76,90,
64,75,91,89,
37,94,44,44,
47,97,21,48,
56,85,45,84,
31,45,90,49,
59,96,26,55,
14,23,92,56,
55,66,37,99,
26,76,51,93,
11,95,96,12,
18,13,73,32,
92,99,74,13,
46,96,45,46,
63,46,58,76,
74,72,87,67,
37,56,83,78,
19,25,86,77,
60,63,81,100,
18,21,55,55,
79,60,19,75,
44,73,83,57,
34,14,40,81,
90,44,33,68,
78,97,21,82,
20,73,80,47,
27,86,68,19,
66,27,55,90,
85,40,66,83,
35,71,44,76,
42,84,71,28,
38,23,27,72,
64,64,13,32,
51,77,21,31,
21,43,74,50,
71,91,92,80,
48,87,48,65,
12,14,20,58,
72,54,63,83,
59,43,61,98,
95,48,44,10,
43,81,96,66,
30,48,10,44,
21,52,21,100,
73,58,35,93,
73,67,28,32,
13,70,43,11,
97,94,72,77,
45,91,60,59,
14,18,19,26,
24,18,54,40,
38,44,40,60,
11,76,37,23,
91,83,39,24,
57,100,64,12,
15,98,86,90,
39,43,52,92,
31,45,34,29,
29,22,80,82,
89,54,39,29,
10,66,77,61,
56,93,50,22,
80,17,23,47,
72,19,34,37,
68,89,58,93,
54,24,22,35,
98,76,99,61,
27,10,93,12,
99,20,26,33,
12,36,14,39,
24,57,33,35,
44,58,44,45,
45,47,68,75,
51,48,35,43,
76,97,51,10,
43,19,37,84,
90,29,44,62,
42,28,67,41,
65,70,68,75,
68,26,61,56,
45,81,61,87,
13,39,50,86,
63,98,89,71,
35,58,83,20,
77,17,65,59,
88,14,37,44,
52,10,86,52,
14,14,84,68,
50,83,94,57,
59,14,92,39,
83,73,17,13,
58,92,96,30,
88,70,68,85,
84,47,90,19,
70,62,47,34,
64,78,54,41,
45,13,79,71,
62,27,44,79,
75,54,65,92,
68,91,16,51,
56,45,92,75,
93,46,17,64,
48,30,63,88,
63,49,83,12,
100,57,34,68,
14,60,86,90,
71,98,63,71,
24,39,19,16,
57,33,84,37,
86,13,43,23,
46,58,34,28,
82,96,33,16,
19,12,84,69,
60,21,74,99,
10,70,71,33,
21,21,38,97,
58,12,54,64,
17,99,47,27,
64,15,13,72,
89,72,36,89,
82,85,42,34,
59,32,35,26,
90,86,62,27,
45,55,35,37,
80,47,16,46,
72,78,47,47,
24,92,70,58,
45,100,30,60,
99,20,81,19,
13,34,84,30,
66,69,55,13,
58,10,95,21,
32,24,78,26,
96,52,36,23,
13,18,52,25,
56,44,79,95,
19,22,36,34,
66,19,36,37,
48,18,60,56,
73,90,88,36,
24,60,42,75,
93,91,60,66,
64,70,15,88,
87,64,29,49,
94,51,63,17,
63,69,39,33,
36,56,46,85,
20,68,40,56,
