61,14,55,33,
81,67,70,84,
19,53,84,30,
75,24,66,60,
98,64,46,56,
75,40,74,35,
11,27,86,36,
13,65,50,39,
58,68,83,43,
99,46,24,54,
34,81,65,20,
92,65,85,43,
83,45,37,23,
76,44,21,96,
47,47,68,96,
46,94,67,32,
70,78,81,43,
30,57,55,80,
34,58,89,96,
19,19,52,32,
89,97,76,72,
90,92,46,61,
56,78,65,59,
31,28,77,18,
48,46,32,13,
10,87,43,28,
28,74,19,17,
57,63,34,13,
41,35,17,85,
53,53,51,73,
17,40,22,91,
21,19,85,63,
53,58,59,82,
23,33,18,91,
64,33,59,31,
17,22,85,35,
24,14,83,22,
72,56,30,68,
78,61,12,58,
86,36,75,10,
67,57,26,18,
42,14,68,68,
35,99,89,42,
75,78,77,75,
46,30,37,12,
44,59,17,76,
38,24,27,56,
83,41,40,11,
47,64,16,58,
16,18,79,84,
31,78,50,42,
69,53,42,51,
85,23,17,93,
36,47,25,28,
57,44,73,73,
76,61,14,33,
86,59,36,11,
11,45,12,46,
37,86,57,90,
70,37,12,92,
85,80,60,17,
70,11,70,79,
97,81,57,71,
18,37,86,78,
25,29,53,99,
88,26,38,22,
19,49,75,26,
39,25,93,77,
55,71,79,75,
60,56,33,47,
76,59,98,22,
78,54,24,45,
45,67,71,11,
26,88,53,44,
96,59,33,30,
16,92,10,97,
27,32,40,92,
20,17,25,60,
84,73,10,66,
14,27,89,99,
46,54,93,66,
37,59,68,97,
11,13,73,85,
20,59,86,45,
87,21,96,17,
26,87,94,64,
36,84,50,79,
15,48,48,37,
58,36,49,13,
50,58,30,49,
80,67,59,37,
47,39,50,76,
22,27,62,89,
54,48,40,10,
68,43,78,20,
33,86,56,13,
67,16,39,33,
20,89,68,62,
31,100,86,76,
29,33,22,94,
64,42,23,57,
99,71,12,28,
67,80,36,24,
49,100,20,44,
90,86,18,21,
47,37,54,19,
99,80,73,35,
52,44,28,53,
67,71,88,89,
31,55,67,69,
43,84,66,98,
46,32,44,18,
72,33,19,42,
44,33,52,98,
100,24,31,59,
26,43,55,36,
87,45,63,55,
99,12,80,12,
16,72,12,24,
82,35,35,45,
94,23,93,27,
31,55,58,90,
11,11,33,13,
68,48,13,98,
61,28,30,96,
87,38,11,87,
31,67,59,65,
95,99,75,98,
93,22,74,72,
34,58,84,16,
41,59,15,69,
70,58,10,33,
59,65,51,28,
59,61,43,15,
25,29,50,79,
86,89,11,83,
96,17,25,65,
74,23,60,56,
94,70,75,23,
14,85,92,30,
25,66,35,28,
76,94,90,43,
95,67,26,84,
27,12,31,95,
52,16,67,69,
90,34,32,64,
71,69,42,48,
41,53,12,68,
50,34,94,52,
29,25,67,94,
14,26,77,70,
37,13,16,53,
78,13,44,38,
61,93,41,23,
100,31,29,36,
22,47,30,72,
56,88,83,63,
76,18,59,44,
72,37,94,45,
66,23,97,94,
57,71,41,26,
51,28,66,51,
61,64,39,91,
52,15,34,86,
51,62,47,93,
15,14,18,88,
52,86,39,81,
35,18,58,61,
10,29,10,20,
73,78,87,62,
19,94,66,26,
78,37,26,21,
29,30,56,65,
86,88,48,99,
58,41,26,63,
93,93,65,57,
65,95,65,96,
98,34,72,74,
34,73,20,15,
14,24,30,51,
28,55,24,80,
67,37,61,94,
47,98,39,53,
51,79,66,23,
72,87,46,36,
69,16,75,85,
51,35,13,74,
85,19,52,54,
57,30,21,11,
16,43,83,62,
52,69,61,93,
26,58,52,45,
19,85,88,53,
52,84,52,99,
88,13,33,29,
79,66,97,39,
39,55,58,56,
42,58,42,73,
12,32,16,15,
66,92,60,46,
100,12,38,85,
90,94,98,46,
14,32,89,12,
95,84,44,67,
20,97,80,98,
68,10,90,72,
54,17,69,43,
38,35,94,73,
12,18,66,91,
61,78,29,12,
82,43,36,16,
44,80,53,50,
62,94,96,69,
94,10,70,57,
21,53,35,87,
36,64,29,14,
44,11,79,97,
56,27,72,97,
59,52,82,62,
73,20,91,10,
86,22,19,95,
52,73,24,59,
20,99,23,86,
46,95,29,21,
25,17,57,73,
71,45,40,50,
56,27,83,53,
87,32,51,97,
69,46,73,34,
61,48,80,85,
100,99,43,84,
26,47,69,55,
12,29,51,74,
78,49,84,26,
17,50,79,46,
79,53,73,97,
80,11,35,43,
61,20,96,63,
53,44,18,56,
94,28,16,86,
63,70,98,13,
74,36,15,90,
11,95,32,45,
83,83,52,27,
73,83,61,81,
74,36,11,74,
54,53,73,90,
20,56,66,72,
79,52,83,70,
12,96,90,28,
13,97,74,44,
83,31,11,59,
96,53,40,57,
45,80,58,60,
80,27,57,81,
14,48,37,65,
49,67,18,60,
