76,10,25,62,
53,39,12,59,
68,17,37,61,
23,16,17,79,
49,74,35,20,
57,31,37,76,
44,75,37,91,
13,60,81,86,
21,98,72,83,
56,33,18,34,
96,20,74,69,
60,69,17,55,
89,96,45,37,
64,76,98,26,
85,73,80,75,
100,41,55,46,
42,77,15,52,
98,86,62,27,
33,69,14,68,
55,18,95,56,
86,90,95,43,
23,52,18,72,
85,100,10,42,
82,28,39,64,
56,85,90,39,
38,44,64,91,
26,44,90,64,
93,66,73,98,
78,14,53,67,
57,44,43,67,
72,46,84,73,
61,10,36,72,
21,49,95,72,
92,20,19,37,
28,44,76,94,
57,31,28,33,
61,90,57,54,
74,39,85,32,
58,43,92,89,
56,86,59,80,
97,41,40,13,
59,30,26,10,
13,84,100,68,
39,34,56,95,
56,45,80,59,
54,34,72,23,
78,34,69,53,
71,42,75,45,
91,24,99,29,
72,80,70,59,
100,29,67,67,
86,71,26,91,
13,76,27,61,
15,59,61,91,
40,38,48,41,
15,59,77,62,
24,68,62,75,
57,19,31,54,
89,48,57,16,
35,74,59,89,
26,10,22,98,
31,76,73,73,
41,19,85,94,
25,36,62,89,
18,54,26,100,
72,53,12,27,
51,10,52,78,
93,85,56,95,
36,78,94,14,
32,10,61,92,
43,13,78,42,
91,32,82,35,
32,66,70,11,
13,20,72,34,
50,42,29,63,
39,21,78,25,
46,15,39,34,
56,62,25,77,
82,10,92,90,
18,16,95,33,
41,71,51,61,
57,66,69,69,
26,32,22,79,
38,80,16,17,
37,78,47,39,
46,58,86,21,
64,21,43,98,
31,34,24,73,
66,85,91,88,
27,34,24,30,
50,83,70,25,
11,86,22,69,
34,97,92,12,
49,58,62,32,
86,57,91,13,
47,63,61,71,
74,14,45,13,
36,35,33,65,
79,64,20,88,
42,44,71,91,
31,28,62,76,
27,12,54,89,
97,48,100,93,
56,22,99,24,
88,86,67,30,
94,56,91,73,
30,38,59,45,
72,75,19,98,
89,14,53,28,
64,26,76,94,
44,38,44,62,
82,34,22,75,
49,16,44,15,
77,53,79,96,
61,97,27,97,
43,14,30,98,
23,65,49,59,
71,65,52,49,
30,22,17,20,
92,68,45,100,
92,36,46,47,
55,87,76,16,
58,17,11,76,
33,17,51,50,
96,32,26,53,
62,50,65,89,
12,32,36,91,
42,82,10,22,
84,45,38,82,
20,17,74,63,
67,69,37,49,
93,92,35,17,
33,70,58,53,
36,45,71,45,
29,34,17,80,
64,13,61,79,
18,22,80,30,
20,68,65,24,
95,90,13,98,
10,87,78,49,
88,31,20,96,
48,46,74,51,
99,80,32,82,
79,66,12,43,
51,29,86,86,
87,76,68,56,
73,73,25,17,
43,79,11,24,
42,32,90,48,
44,50,13,39,
39,17,12,61,
93,84,16,33,
36,50,23,26,
66,32,16,95,
32,36,31,28,
41,93,45,61,
51,52,58,91,
59,11,49,39,
58,70,11,91,
70,17,65,17,
78,86,90,18,
22,21,56,14,
85,52,16,25,
37,94,64,65,
68,47,46,12,
23,62,53,22,
82,42,20,90,
28,13,21,56,
45,16,84,84,
87,63,94,31,
100,49,28,41,
40,43,51,50,
99,14,74,86,
60,78,95,44,
88,71,62,36,
26,38,28,37,
88,17,27,21,
66,46,60,10,
98,30,90,23,
95,72,19,32,
48,34,77,98,
81,95,39,91,
77,10,10,41,
43,12,71,67,
62,83,20,88,
69,15,94,15,
63,60,55,30,
79,92,40,15,
39,76,86,36,
51,99,60,46,
63,70,19,43,
53,53,57,79,
95,41,81,31,
24,31,90,73,
34,89,84,63,
35,79,30,95,
19,13,17,13,
53,80,98,17,
15,13,51,25,
22,18,40,85,
21,84,74,40,
29,97,71,71,
96,16,39,24,
49,32,41,96,
26,18,39,52,
25,80,25,33,
76,41,91,68,
24,88,50,76,
81,44,54,19,
72,55,64,87,
95,11,100,98,
57,73,83,32,
32,70,70,95,
95,14,54,35,
29,32,52,24,
96,87,92,24,
27,53,67,31,
63,75,76,24,
17,82,89,52,
37,43,72,68,
36,20,65,75,
43,25,85,91,
83,66,23,88,
20,23,64,22,
80,30,74,13,
28,59,56,30,
23,49,68,72,
25,39,81,33,
32,33,77,70,
80,86,78,69,
98,69,31,59,
18,23,73,21,
69,58,88,80,
39,85,46,16,
37,74,29,48,
93,45,16,50,
47,60,88,96,
61,90,33,92,
39,20,54,100,
27,80,46,70,
95,88,43,74,
99,17,78,18,
48,11,24,39,
87,83,98,76,
27,92,81,74,
30,59,13,15,
74,31,45,28,
81,91,46,11,
100,70,100,40,
23,41,31,87,
37,93,52,60,
60,10,65,48,
98,64,69,83,
33,26,83,99,
98,10,18,43,
45,20,54,63,
90,100,38,85,
20,37,35,54,
27,21,45,70,
16,59,33,60,
48,21,89,93,
18,63,95,98,
16,24,92,48,
16,97,89,35,
71,75,12,73,
95,98,88,77,
81,86,44,22,
77,67,32,67,
84,63,26,19,
63,29,32,41,
80,83,54,45,
60,46,52,21,
24,94,29,80,
45,28,69,65,
79,53,25,89,
38,52,45,18,
67,97,26,38,
97,85,24,23,
96,81,25,37,
28,30,27,27,
76,68,71,46,
11,24,92,27,
89,24,40,94,
57,40,98,90,
58,56,80,74,
54,21,38,99,
91,26,81,52,
88,42,16,91,
63,24,87,51,
62,39,14,99,
16,62,35,65,
89,19,64,56,
69,87,11,23,
66,50,48,12,
60,70,64,45,
76,61,98,40,
13,40,33,72,
82,63,47,34,
81,37,81,43,
94,92,53,76,
80,45,84,78,
34,15,67,88,
59,83,82,59,
50,45,20,62,
50,73,57,57,
53,47,76,77,
46,99,35,35,
76,71,82,21,
26,24,91,63,
51,92,45,52,
87,76,62,76,
44,28,91,64,
20,53,24,99,
61,94,49,29,
74,79,16,27,
16,72,88,62,
77,44,78,10,
41,77,26,28,
30,37,19,85,
38,46,85,82,
82,46,78,35,
49,76,90,97,
37,95,48,19,
92,79,12,11,
50,21,10,93,
37,42,97,49,
56,23,43,83,
19,44,80,73,
64,85,30,68,
73,42,25,37,
94,76,82,32,
79,21,71,55,
40,26,79,45,
61,82,11,96,
72,86,53,25,
65,79,93,21,
34,51,33,46,
16,80,99,26,
93,38,62,47,
90,17,15,41,
38,69,83,34,
44,78,78,40,
38,35,93,78,
100,78,29,33,
92,76,13,59,
66,48,30,16,
72,78,20,19,
38,88,73,76,
10,31,26,43,
65,30,35,50,
80,36,38,73,
33,28,23,75,
31,80,17,94,
12,25,29,65,
63,83,43,93,
35,48,42,78,
16,59,54,23,
63,23,80,21,
46,83,17,76,
15,93,32,27,
32,73,77,70,
24,38,38,82,
37,92,72,88,
42,15,34,76,
30,100,83,78,
86,81,37,66,
74,90,53,47,
98,40,81,45,
63,21,87,32,
28,12,94,87,
