71,45,40,62,
51,65,70,43,
75,34,11,90,
68,86,63,89,
41,64,70,97,
92,93,99,56,
34,76,33,72,
38,74,25,93,
100,84,55,27,
73,82,26,72,
89,64,76,90,
86,32,60,76,
39,83,24,75,
71,30,33,18,
12,42,16,70,
70,59,28,25,
26,31,46,43,
26,64,35,78,
41,68,40,58,
32,51,20,58,
57,69,86,58,
34,79,78,39,
27,83,59,58,
30,80,59,64,
64,79,43,57,
72,56,31,10,
79,48,56,36,
25,29,57,26,
44,18,76,62,
25,28,22,49,
60,76,14,58,
33,12,91,59,
36,26,45,10,
74,25,54,28,
44,74,60,13,
65,65,24,97,
92,24,15,46,
60,58,23,50,
38,66,83,52,
53,77,52,38,
20,65,58,78,
91,12,22,13,
39,44,12,66,
74,54,93,48,
41,70,72,23,
32,86,95,48,
84,47,19,41,
92,58,97,10,
53,73,31,71,
72,50,68,55,
48,38,69,22,
36,46,21,20,
77,57,29,36,
37,77,24,84,
56,33,32,84,
24,22,69,12,
44,30,95,63,
75,16,11,36,
36,82,13,35,
33,44,67,75,
76,12,78,21,
63,98,47,79,
85,33,20,38,
65,34,73,15,
36,31,58,71,
43,87,58,67,
74,77,58,96,
65,85,45,86,
23,71,26,46,
45,100,42,40,
78,54,37,44,
71,81,50,24,
23,15,67,10,
72,48,90,80,
45,90,87,36,
82,38,46,98,
59,12,42,64,
22,100,91,100,
85,75,32,34,
36,18,88,79,
76,29,56,83,
53,55,29,89,
74,93,14,35,
11,67,27,67,
96,84,55,65,
28,33,64,82,
30,78,57,68,
14,46,57,36,
57,37,15,54,
38,90,79,34,
12,18,94,22,
71,61,36,60,
68,79,74,65,
55,40,57,89,
93,39,12,32,
37,99,22,21,
81,90,45,92,
42,60,50,24,
29,11,34,12,
37,93,47,32,
15,99,46,28,
45,16,29,94,
50,90,14,77,
51,71,15,75,
79,20,47,56,
53,19,20,25,
26,27,82,44,
54,77,48,40,
75,15,59,41,
83,77,53,53,
53,29,81,50,
41,56,73,15,
87,41,28,40,
74,25,24,86,
21,32,85,16,
50,48,92,76,
33,95,59,88,
48,81,39,65,
25,64,80,47,
31,68,97,42,
18,63,16,75,
66,99,38,68,
79,96,36,21,
42,40,27,36,
46,15,45,42,
97,19,98,26,
25,45,52,85,
48,85,85,64,
63,92,33,68,
84,84,74,87,
77,72,98,65,
22,87,79,52,
53,77,31,69,
56,18,67,47,
88,43,13,92,
15,22,13,91,
68,92,93,44,
27,64,85,53,
69,47,15,33,
94,12,90,53,
92,60,71,10,
17,47,98,34,
87,37,28,67,
21,63,61,72,
14,55,10,99,
74,99,49,49,
57,64,41,50,
18,12,42,61,
72,92,64,65,
29,85,82,30,
59,74,82,13,
42,43,12,29,
85,39,13,13,
40,94,32,61,
68,96,21,76,
91,52,93,41,
84,97,76,33,
48,90,99,33,
61,82,63,49,
58,60,49,12,
10,76,33,74,
14,99,75,15,
35,11,84,24,
41,18,12,69,
21,57,29,18,
42,36,45,37,
50,15,58,41,
24,54,89,17,
92,35,15,15,
19,89,69,72,
60,37,76,29,
61,48,68,42,
61,44,78,16,
18,20,95,71,
35,10,57,87,
71,52,91,59,
32,94,54,86,
61,95,33,26,
76,42,91,73,
71,66,56,66,
55,52,88,73,
82,85,74,87,
